97026,2008-02-05,01,04,10,18,31
97027,2008-02-06,04,17,18,29,33
97028,2008-02-07,06,30,32,33,34
97029,2008-02-08,03,10,11,34,38
97030,2008-02-11,13,18,25,37,38
97031,2008-02-12,01,10,12,28,38
97032,2008-02-13,14,28,34,36,37
97033,2008-02-14,03,04,10,36,39
97034,2008-02-15,01,24,26,27,39
97035,2008-02-18,05,14,17,18,21
97036,2008-02-19,11,16,24,30,35
97037,2008-02-20,11,20,27,30,33
97038,2008-02-21,06,10,22,31,37
97039,2008-02-22,09,22,23,26,32
97040,2008-02-25,01,04,18,23,31
97041,2008-02-26,28,30,32,36,37
97042,2008-02-27,01,06,33,34,35
97043,2008-02-28,01,03,09,20,22
97044,2008-02-29,08,25,27,34,38
97045,2008-03-03,04,05,10,13,22
97046,2008-03-04,05,11,12,19,21
97047,2008-03-05,02,10,13,14,15
97048,2008-03-06,03,09,15,17,21
97049,2008-03-07,06,07,15,36,39
97050,2008-03-10,13,16,17,29,31
97051,2008-03-11,04,10,16,17,22
97052,2008-03-12,09,24,27,36,37
97053,2008-03-13,01,11,19,21,33
97054,2008-03-14,02,06,16,26,28
97055,2008-03-17,02,11,16,20,37
97056,2008-03-18,10,16,20,31,32
97057,2008-03-19,01,14,19,21,33
97058,2008-03-20,03,06,20,22,29
97059,2008-03-21,04,10,19,20,30
97060,2008-03-24,02,05,26,29,30
97061,2008-03-25,01,03,08,30,36
97062,2008-03-26,09,12,13,15,31
97063,2008-03-27,14,20,26,29,37
97064,2008-03-28,07,14,31,35,39
97065,2008-03-31,09,16,30,32,38
97066,2008-04-01,06,12,16,18,35
97067,2008-04-02,04,10,14,24,26
97068,2008-04-03,02,18,21,24,36
97069,2008-04-04,10,17,21,32,35
97070,2008-04-07,06,07,16,22,24
97071,2008-04-08,07,10,15,37,38
97072,2008-04-09,09,13,15,21,28
97073,2008-04-10,05,08,09,17,24
97074,2008-04-11,05,16,30,34,37
97075,2008-04-14,02,10,17,18,21
97076,2008-04-15,06,18,25,26,31
97077,2008-04-16,07,18,20,22,33
97078,2008-04-17,05,19,22,28,29
97079,2008-04-18,11,12,20,32,35
97080,2008-04-21,08,15,22,24,33
97081,2008-04-22,03,10,12,19,24
97082,2008-04-23,04,05,07,09,21
97083,2008-04-24,03,14,25,33,38
97084,2008-04-25,04,07,11,19,24
97085,2008-04-28,02,15,17,19,21
97086,2008-04-29,04,07,08,11,29
97087,2008-04-30,10,25,27,30,39
97088,2008-05-01,05,17,20,25,34
97089,2008-05-02,01,13,15,16,30
97090,2008-05-05,16,19,27,29,33
97091,2008-05-06,08,16,17,33,38
97092,2008-05-07,04,18,19,27,35
97093,2008-05-08,23,27,33,35,39
97094,2008-05-09,05,24,26,32,34
97095,2008-05-12,05,09,18,31,35
97096,2008-05-13,06,21,29,31,36
97097,2008-05-14,04,28,31,36,37
97098,2008-05-15,11,18,21,27,38
97099,2008-05-16,13,18,20,21,23
97100,2008-05-19,10,11,28,31,34
97101,2008-05-20,04,18,24,28,38
97102,2008-05-21,08,12,20,34,35
97103,2008-05-22,11,21,25,31,38
97104,2008-05-23,08,11,33,34,35
97105,2008-05-26,02,03,17,23,30
97106,2008-05-27,30,31,32,33,38
97107,2008-05-28,01,03,30,31,39
97108,2008-05-29,06,14,21,23,34
97109,2008-05-30,16,23,25,30,33
97110,2008-06-02,02,06,08,29,32
97111,2008-06-03,06,09,19,33,35
97112,2008-06-04,19,20,27,29,33
97113,2008-06-05,04,17,23,27,29
97114,2008-06-06,07,11,20,28,31
97115,2008-06-09,07,16,20,27,35
97116,2008-06-10,03,09,25,26,35
97117,2008-06-11,07,11,14,19,20
97118,2008-06-12,12,17,29,35,39
97119,2008-06-13,01,04,09,33,38
97120,2008-06-16,21,25,28,30,33
97121,2008-06-17,01,04,10,16,37
97122,2008-06-18,05,16,18,19,30
97123,2008-06-19,04,06,11,18,29
97124,2008-06-20,05,06,12,17,23
97125,2008-06-23,14,17,18,24,29
97126,2008-06-24,05,07,13,27,35
97127,2008-06-25,06,07,18,28,34
97128,2008-06-26,01,09,17,22,24
97129,2008-06-27,06,12,19,22,34
97130,2008-06-30,05,20,31,36,37
97131,2008-07-01,06,09,10,35,36
97132,2008-07-02,10,14,27,33,39
97133,2008-07-03,01,04,16,18,37
97134,2008-07-04,20,25,31,33,39
97135,2008-07-07,09,16,20,37,38
97136,2008-07-08,03,05,08,20,23
97137,2008-07-09,01,11,17,21,34
97138,2008-07-10,13,16,22,26,34
97139,2008-07-11,05,10,12,30,34
97140,2008-07-14,02,09,32,33,37
97141,2008-07-15,02,20,25,27,28
97142,2008-07-16,03,08,16,17,30
97143,2008-07-17,02,08,20,25,27
97144,2008-07-18,09,13,19,23,39
97145,2008-07-21,05,10,17,19,23
97146,2008-07-22,05,06,19,21,28
97147,2008-07-23,04,18,22,26,30
97148,2008-07-24,01,08,11,13,38
97149,2008-07-25,08,17,26,28,32
97150,2008-07-28,15,22,24,26,36
97151,2008-07-29,06,12,13,32,38
97152,2008-07-30,06,10,17,28,34
97153,2008-07-31,03,20,24,31,39
97154,2008-08-01,01,10,23,29,36
97155,2008-08-04,09,11,14,17,25
97156,2008-08-05,03,10,13,20,33
97157,2008-08-06,22,27,30,33,38
97158,2008-08-07,08,11,15,25,26
97159,2008-08-08,01,06,14,17,31
97160,2008-08-11,04,06,10,14,36
97161,2008-08-12,03,05,09,28,33
97162,2008-08-13,03,08,29,32,34
97163,2008-08-14,18,22,25,28,39
97164,2008-08-15,04,07,23,34,38
97165,2008-08-18,02,04,23,27,32
97166,2008-08-19,08,14,20,31,37
97167,2008-08-20,17,30,31,35,37
97168,2008-08-21,12,13,23,28,37
97169,2008-08-22,01,03,09,10,20
97170,2008-08-25,11,20,21,24,35
97171,2008-08-26,04,06,11,28,30
97172,2008-08-27,01,02,13,18,38
97173,2008-08-28,01,16,31,33,37
97174,2008-08-29,11,14,21,28,38
97175,2008-09-01,15,26,27,28,37
97176,2008-09-02,04,06,20,21,35
97177,2008-09-03,01,05,28,32,33
97178,2008-09-04,03,13,30,37,39
97179,2008-09-05,04,15,20,31,34
97180,2008-09-08,01,10,18,31,37
97181,2008-09-09,08,24,28,38,39
97182,2008-09-10,02,16,28,32,33
97183,2008-09-11,10,12,29,34,35
97184,2008-09-12,03,06,10,12,26
97185,2008-09-15,02,11,16,26,37
97186,2008-09-16,04,10,14,17,25
97187,2008-09-17,08,16,33,36,37
97188,2008-09-18,15,25,27,34,35
97189,2008-09-19,02,13,17,23,27
97190,2008-09-22,10,15,16,25,33
97191,2008-09-23,09,24,25,30,34
97192,2008-09-24,06,18,19,27,30
97193,2008-09-25,01,13,16,23,32
97194,2008-09-26,05,12,27,34,39
97195,2008-09-29,04,13,19,22,37
97196,2008-09-30,02,03,15,19,32
97197,2008-10-01,13,15,23,25,34
97198,2008-10-02,03,04,12,19,35
97199,2008-10-03,07,21,23,27,36
97200,2008-10-06,05,12,16,24,32
97201,2008-10-07,10,18,19,23,30
97202,2008-10-08,02,15,32,34,37
97203,2008-10-09,01,04,19,20,37
97204,2008-10-10,01,06,08,25,36
97205,2008-10-13,06,10,11,13,14
97206,2008-10-14,02,14,15,35,38
97207,2008-10-15,03,04,08,23,26
97208,2008-10-16,10,14,23,32,38
97209,2008-10-17,03,04,06,30,38
97210,2008-10-20,03,04,05,24,31
97211,2008-10-21,08,14,21,25,28
97212,2008-10-22,09,11,16,21,33
97213,2008-10-23,08,34,36,37,39
97214,2008-10-24,05,21,24,32,38
97215,2008-10-27,03,18,31,32,33
97216,2008-10-28,03,04,15,28,38
97217,2008-10-29,17,18,19,26,30
97218,2008-10-30,05,09,17,26,32
97219,2008-10-31,05,29,31,35,38
97220,2008-11-03,11,23,27,33,36
97221,2008-11-04,05,09,10,15,25
97222,2008-11-05,01,24,31,34,37
97223,2008-11-06,01,08,12,13,35
97224,2008-11-07,03,05,07,22,28
97225,2008-11-10,04,19,26,30,31
97226,2008-11-11,08,23,32,33,39
97227,2008-11-12,05,11,24,28,31
97228,2008-11-13,08,23,25,26,34
97229,2008-11-14,04,05,12,13,29
97230,2008-11-17,17,19,30,31,36
97231,2008-11-18,07,08,18,22,24
97232,2008-11-19,29,30,31,33,34
97233,2008-11-20,02,21,28,38,39
97234,2008-11-21,05,10,14,23,27
97235,2008-11-24,01,02,24,25,34
97236,2008-11-25,05,12,15,18,29
97237,2008-11-26,04,18,24,26,30
97238,2008-11-27,08,14,21,28,36
97239,2008-11-28,14,15,16,18,39
97240,2008-12-01,05,07,10,19,36
97241,2008-12-02,06,09,15,17,31
97242,2008-12-03,08,09,19,28,32
97243,2008-12-04,17,19,21,38,39
97244,2008-12-05,05,07,31,36,38
97245,2008-12-08,13,27,35,37,38
97246,2008-12-09,02,26,28,31,35
97247,2008-12-10,14,20,22,27,30
97248,2008-12-11,01,04,10,14,17
97249,2008-12-12,10,14,23,25,32
97250,2008-12-15,02,05,33,36,39
97251,2008-12-16,12,16,18,25,28
97252,2008-12-17,05,08,11,14,22
97253,2008-12-18,14,16,28,35,37
97254,2008-12-19,08,12,18,24,28
97255,2008-12-22,05,06,20,31,37
97256,2008-12-23,03,11,20,25,37
97257,2008-12-24,02,15,25,36,37
97258,2008-12-25,08,18,32,37,38
97259,2008-12-26,11,12,25,26,35
97260,2008-12-29,09,20,22,34,36
97261,2008-12-30,03,08,13,19,37
97262,2008-12-31,08,12,36,37,39
98001,2009-01-01,06,11,14,17,32
98002,2009-01-02,12,20,30,38,39
98003,2009-01-05,02,03,21,24,29
98004,2009-01-06,02,09,10,11,37
98005,2009-01-07,12,20,26,33,39
98006,2009-01-08,27,28,32,34,35
98007,2009-01-09,01,07,11,15,30
98008,2009-01-12,10,15,20,22,36
98009,2009-01-13,02,11,21,30,34
98010,2009-01-14,04,14,25,34,38
98011,2009-01-15,14,17,29,35,36
98012,2009-01-16,08,09,25,28,35
98013,2009-01-19,03,18,24,31,36
98014,2009-01-20,05,08,26,32,38
98015,2009-01-21,02,03,09,24,35
98016,2009-01-22,04,05,21,25,35
98017,2009-01-23,02,14,21,33,39
98018,2009-01-26,02,07,14,31,39
98019,2009-01-27,02,06,09,21,36
98020,2009-01-28,05,08,09,26,29
98021,2009-01-29,04,09,16,26,31
98022,2009-01-30,16,19,30,31,38
98023,2009-02-02,08,18,23,27,37
98024,2009-02-03,05,18,30,31,39
98025,2009-02-04,05,19,22,30,33
98026,2009-02-05,04,07,16,19,25
98027,2009-02-06,07,12,20,37,39
98028,2009-02-09,06,12,15,21,23
98029,2009-02-10,20,21,24,26,30
98030,2009-02-11,05,17,18,23,37
98031,2009-02-12,05,06,24,32,36
98032,2009-02-13,04,05,29,32,38
98033,2009-02-16,03,06,23,24,35
98034,2009-02-17,01,09,18,25,36
98035,2009-02-18,01,10,19,22,34
98036,2009-02-19,07,09,15,23,31
98037,2009-02-20,02,05,19,22,24
98038,2009-02-23,15,22,32,33,39
98039,2009-02-24,03,06,11,20,30
98040,2009-02-25,16,22,24,28,36
98041,2009-02-26,02,05,06,27,35
98042,2009-02-27,01,09,13,18,25
98043,2009-03-02,03,15,24,30,33
98044,2009-03-03,01,11,19,21,22
98045,2009-03-04,05,10,29,30,36
98046,2009-03-05,01,25,29,31,38
98047,2009-03-06,06,08,09,19,38
98048,2009-03-09,10,21,24,33,36
98049,2009-03-10,04,07,09,34,38
98050,2009-03-11,12,19,32,36,39
98051,2009-03-12,12,31,32,36,37
98052,2009-03-13,03,04,13,25,36
98053,2009-03-16,01,04,11,29,38
98054,2009-03-17,05,07,13,35,37
98055,2009-03-18,04,27,32,35,38
98056,2009-03-19,02,30,31,33,39
98057,2009-03-20,09,17,33,34,36
98058,2009-03-23,05,22,24,27,28
98059,2009-03-24,05,17,21,31,38
98060,2009-03-25,14,15,17,30,32
98061,2009-03-26,01,13,16,28,29
98062,2009-03-27,03,09,12,24,39
98063,2009-03-30,08,15,25,26,28
98064,2009-03-31,20,21,25,31,34
98065,2009-04-01,11,16,22,31,36
98066,2009-04-02,13,16,23,29,31
98067,2009-04-03,12,14,19,37,39
98068,2009-04-06,16,20,35,36,39
98069,2009-04-07,02,04,10,24,39
98070,2009-04-08,03,08,10,26,33
98071,2009-04-09,05,08,18,26,36
98072,2009-04-10,01,02,03,23,32
98073,2009-04-13,03,06,17,30,38
98074,2009-04-14,03,05,21,29,30
98075,2009-04-15,03,23,29,35,38
98076,2009-04-16,04,11,15,25,30
98077,2009-04-17,07,08,32,33,39
98078,2009-04-20,01,03,29,37,39
98079,2009-04-21,11,16,20,27,28
98080,2009-04-22,02,17,20,36,38
98081,2009-04-23,01,02,21,30,31
98082,2009-04-24,11,20,28,36,38
98083,2009-04-27,03,09,16,23,29
98084,2009-04-28,02,07,35,36,38
98085,2009-04-29,01,07,13,19,20
98086,2009-04-30,15,16,22,27,37
98087,2009-05-01,12,13,29,31,36
98088,2009-05-04,12,15,16,29,33
98089,2009-05-05,06,22,28,34,37
98090,2009-05-06,05,07,16,35,39
98091,2009-05-07,19,20,21,26,30
98092,2009-05-08,01,14,22,33,34
98093,2009-05-11,01,10,16,24,39
98094,2009-05-12,01,09,11,31,34
98095,2009-05-13,11,16,20,30,37
98096,2009-05-14,09,10,20,33,37
98097,2009-05-15,24,25,26,37,39
98098,2009-05-18,03,12,13,36,38
98099,2009-05-19,03,09,11,29,31
98100,2009-05-20,09,15,18,22,23
98101,2009-05-21,02,13,20,32,39
98102,2009-05-22,03,11,12,27,34
98103,2009-05-25,01,27,30,33,39
98104,2009-05-26,01,07,16,34,36
98105,2009-05-27,14,17,21,26,32
98106,2009-05-28,09,11,30,34,38
98107,2009-05-29,05,06,09,25,38
98108,2009-06-01,01,20,21,29,31
98109,2009-06-02,01,04,06,12,18
98110,2009-06-03,08,10,20,24,37
98111,2009-06-04,15,19,25,28,36
98112,2009-06-05,02,12,14,15,38
98113,2009-06-08,09,13,22,27,33
98114,2009-06-09,06,23,31,34,38
98115,2009-06-10,12,24,27,31,35
98116,2009-06-11,14,15,19,25,33
98117,2009-06-12,04,19,33,34,35
98118,2009-06-15,07,13,18,21,27
98119,2009-06-16,04,06,15,19,20
98120,2009-06-17,07,12,16,27,36
98121,2009-06-18,01,11,19,24,29
98122,2009-06-19,06,12,18,21,37
98123,2009-06-22,10,17,21,25,34
98124,2009-06-23,17,20,21,31,32
98125,2009-06-24,16,21,22,34,38
98126,2009-06-25,02,10,19,28,38
98127,2009-06-26,13,15,20,27,39
98128,2009-06-29,03,07,09,15,24
98129,2009-06-30,01,11,21,29,31
98130,2009-07-01,09,11,25,32,33
98131,2009-07-02,04,10,25,30,31
98132,2009-07-03,02,04,14,29,35
98133,2009-07-06,03,06,07,13,23
98134,2009-07-07,01,22,27,30,36
98135,2009-07-08,12,13,22,24,33
98136,2009-07-09,06,17,21,35,37
98137,2009-07-10,03,15,25,26,31
98138,2009-07-13,14,16,31,36,37
98139,2009-07-14,03,04,07,15,23
98140,2009-07-15,02,05,27,36,37
98141,2009-07-16,02,10,21,37,39
98142,2009-07-17,01,03,06,15,33
98143,2009-07-20,04,08,09,17,38
98144,2009-07-21,03,17,24,25,32
98145,2009-07-22,03,06,10,13,22
98146,2009-07-23,01,03,24,32,39
98147,2009-07-24,14,28,30,33,34
98148,2009-07-27,05,08,36,37,38
98149,2009-07-28,03,13,19,21,37
98150,2009-07-29,02,15,23,24,33
98151,2009-07-30,03,09,18,34,38
98152,2009-07-31,13,14,16,17,32
98153,2009-08-03,01,06,20,23,26
98154,2009-08-04,10,12,14,18,34
98155,2009-08-05,02,10,25,29,37
98156,2009-08-06,16,17,28,32,33
98157,2009-08-07,01,08,14,25,37
98158,2009-08-10,03,12,19,23,39
98159,2009-08-11,05,18,22,23,32
98160,2009-08-12,05,08,17,32,37
98161,2009-08-13,08,11,15,17,31
98162,2009-08-14,08,25,28,30,37
98163,2009-08-17,01,10,25,34,38
98164,2009-08-18,06,07,15,17,26
98165,2009-08-19,06,14,20,35,36
98166,2009-08-20,09,12,14,16,34
98167,2009-08-21,17,23,26,28,31
98168,2009-08-24,01,18,22,27,39
98169,2009-08-25,07,14,17,29,37
98170,2009-08-26,07,10,17,19,26
98171,2009-08-27,24,26,28,29,37
98172,2009-08-28,09,16,21,24,29
98173,2009-08-31,01,05,16,20,38
98174,2009-09-01,02,15,22,32,35
98175,2009-09-02,02,04,07,34,38
98176,2009-09-03,10,17,23,26,39
98177,2009-09-04,09,17,27,32,38
